INPUT:text_first,INPUT:text_second,OUTPUT:result,CONFIDENCE:result,vote_type,vote_different,vote_some_details_lost,vote_OK,average
Yup that would work. Please may I know at what time I'll be able to watch the 3d show of the movie at Livermore cinema on March 2nd?,yep that would work i can watch the 3d movie at livermore on march 2nd?,OK,0.9999,12,1,0,2,2.333333333
The number is +1 916-443-0500.,916-443-0500,some_details_lost,0.9999,12,0,2,1,2.333333333
"No, I'm not looking to buy tickets right now. Can you find me a restaurant in the area? Any cheap Sushi places around?","No, I am not looking for tickets right now. Can you locate me a restaurant in the area? Is there any cheap sushi places around?",OK,0.9999,3,0,0,3,3
"Of course, what time?","Of course, what time do you think?",OK,0.9999,13,0,1,3,2.75
"Yes, I need to book it on Tuesday next week at 17:00, Is that possible?",yes i need to book it on monday at 17:00 is that possible?,some_details_lost,0.9999,12,1,2,0,1.666666667
Would you like to make the hotel reservation?,do u wanna make the hotel reservation?,OK,0.9999,3,0,0,3,3
"Perfect, I would like to make an appointment with this Ophthalmologist, do they have an appointment for afternoon 3?.",perfect i wanna make an appointment with this ophthalmologist do they have an appointment for afternoon 3? i think it is.,OK,0.9999,13,0,1,3,2.75
Find a historical spot in SFO.,Find a historic spot in San Francisco.,OK,0.999,3,0,0,3,3
"Found one which is 1 Hotel Brooklyn Bridge which is a 4 start hotel, is that okay for you?","I found one hotel in Brooklyn Bridge, which is a four-star hotel.",some_details_lost,0.999,3,0,3,0,2
"Your booking has been made and is expected to arrive in 8 minutes, and this will cost you $19.97 in total.",u booked and it's expected to come in 8 min.,some_details_lost,0.9951,3,0,3,0,2
I want to depart from LAX.,I would like to depart from Los Angeles.,OK,0.9963,3,0,0,3,3
Your transfer was successful.,"yea, your transfer worked out.",OK,0.9963,3,0,0,3,3
Please confirm to book a table for 2 in King yen Restaurant in Berkeley at 11:45 am on march 14th.,Please confirm that you would like to book a table for two at King's Restaurant in Berkeley on March 14th.,some_details_lost,0.9999,3,0,3,0,2
I'd like the event on the 3rd of this month. I'd like three tickets.,I would enjoy the event on the third of this month. I would enjoy three tickets.,OK,0.998,3,0,0,3,3
Dogman is a good choice. Can you find me some music too. The album Sick Boy has some good songs. I like the Chainsmokers and pop songs.,Dogman is an excellent choice. Can you find some music as well? The album Sick Boy contains some good songs. I enjoy the Chainsmokers and pop songs.,OK,0.9976,3,0,0,3,3
To verify: You'd like a room at Aka University City for 1 day on March 6th in Philadelphia for 1 person.,1 day at aka university city for 1 person,some_details_lost,0.9564,3,0,3,0,2
That sounds pretty good. I would like to make a hotel reservation.,That sounds very good. I would like to make a reservation for a hotel.,OK,0.9953,3,0,0,3,3
"I have 1 Kensington Street, Chippendale New South Wales 2008, Australia. It has a 4.2.","I have one Kensington Street, Chippendale, New South Wales, Australia. It has a rating of 4.",different,0.9999,12,1,2,0,1.666666667
"I am flying out of Paris, France next Thursday.","i'm flying out of paris, france next week",some_details_lost,0.9643,3,0,3,0,2
#ERROR!,#ERROR!,OK,0.9904,3,0,0,3,3
sacramento to sd and leaving wednesday next week,Sacramento to sacramento to sd and then leaving on Wednesday next week.,OK,0.9999,12,0,1,2,2.666666667
Sure! Please add an event titled Restaurant reservation for 4 at Ristorante Fratello which is located at 1712 Meridian Avenue.,"yea, yes! add an event called restaurant reservation for 4 at rstorante fratello 1712 meridional avenue",OK,0.9999,12,0,1,2,2.666666667
There are 2 events that you may like. One is the Crystal Palace Vs Norwich which will take place at Selhurst Park Stadium.,there are 2 things you might like. one is the crystal palace vs napoleon at selhurst park,some_details_lost,0.9867,3,0,3,0,2
I need to find a home to stay in.,I need to find a place to stay.,OK,0.993,3,0,0,3,3
Your tickets have been confirmed.,You have been confirmed that your tickets have been accepted.,OK,0.9999,13,1,0,3,2.5
Can you tell me if there are other buses available? The bus if for four people and I want to leave on 1st of March.,can you tell if there are other buses out there? The bus if 4 people and I want to leave on 1st of march,OK,0.969,3,0,0,3,3
I've found 10 attractions that might work. Are you looking for a Place of Worship? There's the American Church in Paris.,I have found ten attractions that may work. Are you searching for a place of worship? There is the American Church in Paris,OK,0.9999,3,0,0,3,3
"That's great. I want to make a reservation at this hotel for 1 room. I will be going at the hotel on March 2nd, and I will need the room till 5th of this month.","That is wonderful. I would like to make a reservation at this hotel for only one room. I will be attending the hotel on March 2nd, and I will need the room until the fifth of this month.",OK,0.9886,12,0,1,2,2.666666667
"Nope, they do not serve alcohol. You can reach them at 415-796-2437. Your reservation is successfully made.",They do not serve alcohol. You can contact them at 415-796-2437. Your reservation has been made.,OK,0.9999,3,0,0,3,3
The average temperature is 70 degrees Fahrenheit. There is a possibility of 22 percent chance of rain.,the average is 70 degrees Fahrenheit there is a chance of 22 percent rain.,OK,0.9999,3,0,0,3,3
The destination is Las Vegas. I will be leaving on the 5th and want to be back on March 9th. I will be leaving from San Francisco.,the destination is las vegas... i'm leaving on the 5th and want to be back on march 9th i'm leaving from san francisco...,OK,0.9999,3,0,0,3,3
Okay! your reservation is made successful.,"ok, yea! your reservation is a good one.",OK,0.9999,12,0,1,2,2.666666667
"In Sydney, Australia and I'd like a room at The Old Clare. Make the check out time on the 13th of this month please.",in sydney and i want a room at the old clare make the check out time on the 13th of this month,OK,1,3,0,0,3,3
Please confirm the following: You want 1 Economy ticket on a bus leaving from San Diego for San Francisco on March 8th at 10 am.,if you want 1 economy ticket on a bus leaving from San Diego for San Francisco on march 8th at 10 am,OK,0.9998,3,0,0,3,3
"No worries, have a safe flight!",Have a safe flight!,OK,0.9993,3,0,0,3,3
I would like to schedule for 12:30 in the afternoon on the 5th.,I would like to schedule it on the afternoon of the fifth.,some_details_lost,0.9889,3,0,3,0,2
"Okay, that would be great. I would like a bus ticket there. I'd be leaving from Long Beach, CA and I prefer Economy extra tickets.","That would be wonderful. I would like to purchase a bus ticket there. I would be leaving from Long Beach, CA. I prefer Economy Extra tickets.",OK,0.9964,3,0,0,3,3
I can set that up for you now. Do you want to confirm a table reservation at Mythos in San Carlos for 2 persons on March 4th at 1:15 pm?,I am able to set that up for you now. Do you want to confirm a table reservation at Mythos in San Carlos for two people?,some_details_lost,0.9961,3,0,3,0,2
Please confirm that you need 1 Economy class ticket on United Airlines from New York to Mexico City with the onward flight departing at 5:30 pm the day after tomorrow and the return flight leaving at 8:15 am on March 13th.,"if you need 1 economy class ticket from new york to mexican city, the onward flight is at 5:30 pm the day after tomorrow",some_details_lost,0.9671,3,0,3,0,2
"In which date you want to watch this movie?, let me know the same to search for convenient show time.","if you want to watch this movie, let me know.",some_details_lost,0.974,3,0,3,0,2
Should I get some tickets for you?,Should I purchase tickets for you?,OK,0.9947,3,0,0,3,3
There is a nice one located on 100 Greenwich street with a rating of 4.4,a nice one on 100 greenwich street with a rating of 4.,OK,0.9799,3,0,0,3,3
"That sounds great, I'd like to make a reservation. I want to check in on March 5th and check out on March 7th.",That sounds great and I would like to make a reservation. I would like to check in on March 5th and then check out on March 7th.,OK,0.9799,3,0,0,3,3
I need the room for three days. Book me a room at Refinery Hotel New York.,I need to stay in the room for three days. You should book me a room at Refinery Hotel New York.,OK,0.9999,3,0,0,3,3
How many seats will you need?,how many seats do u need?,OK,0.9999,12,0,1,2,2.666666667
Please can you add this event to my calendar in the time slot 12:30 in the afternoon under the name Reservation at Arguello?,12:30 in the afternoon under reservation at arguello?,some_details_lost,0.9999,3,0,3,0,2
"I want Timbers Vs Earthquakes in Portland, OR on 13th of March.","I would like Timbers Vs Earthquakes in Portland, Oregon on the 13th of March.",OK,1,12,1,0,2,2.333333333
Please confirm the details again: You want me to book 4 tickets for the event happening in Philadelphia.,you want me to book 4 tickets again in philippine.,different,0.9999,12,1,2,0,1.666666667
You would like economy tickets for 2 on a delta airlines flight from Philadelphia to Los Angeles that leaves on March 2nd at 2:20 pm and returns on March 6th at 1:40 pm?,You would like economy tickets for two on a Delta Airlines flight from Philadelphia to Los Angeles.,some_details_lost,0.9999,3,0,3,0,2
"Great, thanks for the help, can you find me something else that's interesting to do in LA?","Thanks for the help, can you find me something else in LA?",some_details_lost,0.9999,3,0,3,0,2
Do you have any particular category of food in your mind to search for and which is your selective city to search for the restaurants. If I know these details then I can get you suitable options to select.,"Do you have a specific category of food in your mind to search for? If I know these details, then I can get you the right options to choose.",some_details_lost,0.9999,3,0,3,0,2
which date would you like to travel and which place do you wish to go and from which city do you wish to depart?,which date do u want to go and what city do u wanna go.,some_details_lost,0.9948,2,0,2,0,2
"That's no problem, just let me know where you want to go, where you are leaving from, and when you want the trip to be.","That is not a problem, just let me know where you want to go.",some_details_lost,0.9976,12,1,2,0,1.666666667
"What type of event are you interested on, what date do you want to go to the event, and what city should I search for events in?",what kind of thing do u wanna go to and what city should i look for?,some_details_lost,0.9976,12,1,2,0,1.666666667
Departing San Francisco on the 2nd of March. Returning on March 13th.,I will depart San Francisco on the 2nd of March. I will return on March 13th.,OK,0.9999,3,0,0,3,3
I am flying to SF on the 9th of this month.,I am going to San Francisco on the ninth of this month.,OK,0.9972,3,0,0,3,3
I believe there is a song titled Love Yourself.,i think there is a song called love your self,OK,0.9978,3,0,0,3,3
What's the city?,What is the city like?,OK,0.9886,12,1,0,2,2.333333333
Do you wish to purchase some tickets to this event?,do u want to buy some tickets to this event?,OK,0.9978,3,0,0,3,3
